Player_Name,Appearances,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal,Assists_PA,Shots_PA,Tackles_PA,Interceptions_PA,Big_chances_PA,Recoveries_PA,Duels_won_PA,Through_balls_PA,Accurate_long_balls_PA,Aerial_battles_won_PA,Cluster,Market Value (M Euro)
Alexis Mac Allister,134,21,0.16,2,18,0,9,1,223,58,26,5,13,10,5366,40.04,11,162,22,37,200,20,1,146,5,277,57,84,82,58,25,657,636,608,100,95,95,2,0.07462686567164178,1.664179104477612,2.0671641791044775,0.6119402985074627,0.08208955223880597,4.902985074626866,4.746268656716418,0.27611940298507465,1.492537313432836,0.7089552238805971,Defensive,75.0
Pablo Fornals,152,16,0.11,0,11,5,0,0,163,49,30,6,12,13,4119,27.1,20,260,16,25,190,10,0,85,22,184,56,46,108,42,14,656,412,622,85,70,152,0,0.08552631578947369,1.0723684210526316,1.2105263157894737,0.7105263157894737,0.13157894736842105,4.315789473684211,2.710526315789474,0.16447368421052633,1.25,0.4605263157894737,Balanced,14.0
Carney Chukwuemeka,37,1,0.03,0,1,0,0,0,13,4,31,2,1,2,462,12.49,1,4,50,2,8,2,0,10,1,28,50,7,8,4,1,50,68,72,14,10,22,0,0.05405405405405406,0.35135135135135137,0.7567567567567568,0.21621621621621623,0.02702702702702703,1.3513513513513513,1.837837837837838,0.05405405405405406,0.21621621621621623,0.2702702702702703,Balanced,15.0
Tomás Soucek,162,28,0.17,7,14,6,0,0,215,72,33,3,20,7,5309,32.77,11,52,23,2,237,21,1,215,18,308,53,47,227,410,251,769,1113,985,32,671,520,1,0.043209876543209874,1.3271604938271604,1.9012345679012346,1.4012345679012346,0.06790123456790123,4.746913580246914,6.87037037037037,0.012345679012345678,1.462962962962963,4.1419753086419755,Defensive,30.0
Vitaly Janelt,107,8,0.07,2,0,6,0,0,67,24,36,1,4,4,3318,31.01,8,124,29,11,185,14,0,76,8,183,55,21,95,112,42,502,392,287,30,103,75,1,0.037383177570093455,0.6261682242990654,1.7102803738317758,0.8878504672897196,0.07476635514018691,4.691588785046729,3.663551401869159,0.102803738317757,1.7289719626168225,0.9626168224299065,Balanced,22.0
Harrison Reed,115,3,0.03,0,3,0,0,0,46,16,35,2,2,8,3718,32.33,7,104,23,2,122,16,0,113,4,171,67,12,100,90,33,447,336,414,31,67,96,0,0.06956521739130435,0.4,1.4869565217391305,0.8695652173913043,0.06086956521739131,3.8869565217391306,2.9217391304347826,0.017391304347826087,1.0608695652173914,0.5826086956521739,Balanced,15.0
Solly March,182,14,0.08,3,2,9,0,0,222,80,36,4,18,18,4562,25.07,37,711,23,8,249,10,0,183,48,286,57,71,134,146,62,708,805,879,246,119,213,0,0.0989010989010989,1.2197802197802199,1.5714285714285714,0.7362637362637363,0.2032967032967033,3.89010989010989,4.423076923076923,0.04395604395604396,1.3681318681318682,0.6538461538461539,Balanced,18.0
Yehor Yarmoliuk,27,0,0.0,0,0,0,0,0,11,5,45,0,2,0,282,10.44,0,14,7,0,9,2,0,12,1,17,65,3,6,5,2,50,49,47,17,9,10,0,0.0,0.4074074074074074,0.6296296296296297,0.2222222222222222,0.0,1.8518518518518519,1.8148148148148149,0.0,0.3333333333333333,0.3333333333333333,Balanced,10.0
Idrissa Gueye,195,7,0.04,0,6,1,0,1,141,35,25,2,3,6,9253,47.45,5,72,19,13,433,48,1,306,2,721,69,47,447,203,72,1586,1336,928,166,174,146,4,0.03076923076923077,0.7230769230769231,3.6974358974358976,2.292307692307692,0.02564102564102564,8.133333333333333,6.851282051282051,0.06666666666666667,2.2205128205128206,0.8923076923076924,Defensive,3.0
Mykhailo Mudryk,48,5,0.1,0,3,2,0,0,49,17,35,1,9,4,677,14.1,7,106,19,7,19,6,0,31,2,32,66,9,9,8,4,88,139,170,54,13,23,0,0.08333333333333333,1.0208333333333333,0.6666666666666666,0.1875,0.14583333333333334,1.8333333333333333,2.8958333333333335,0.14583333333333334,0.3958333333333333,0.2708333333333333,Balanced,35.0
Elliot Anderson,47,0,0.0,0,0,0,0,0,33,9,27,1,2,4,692,14.72,4,37,24,5,12,4,0,31,2,43,70,12,16,25,13,103,142,142,33,34,22,0,0.0851063829787234,0.7021276595744681,0.9148936170212766,0.3404255319148936,0.0851063829787234,2.1914893617021276,3.021276595744681,0.10638297872340426,0.2553191489361702,0.723404255319149,Balanced,15.0
Tommy Doyle,29,0,0.0,0,0,0,0,0,17,4,24,0,0,0,962,33.17,1,29,21,2,77,2,0,12,0,26,50,3,12,18,9,95,32,34,1,0,4,0,0.0,0.5862068965517241,0.896551724137931,0.41379310344827586,0.034482758620689655,3.2758620689655173,1.103448275862069,0.06896551724137931,2.6551724137931036,0.0,Balanced,10.0
João Gomes,48,3,0.06,1,2,0,0,0,32,10,31,2,1,1,1645,34.27,2,35,37,8,47,18,0,93,1,168,56,13,23,42,20,254,285,282,37,26,34,0,0.020833333333333332,0.6666666666666666,3.5,0.4791666666666667,0.041666666666666664,5.291666666666667,5.9375,0.16666666666666666,0.9791666666666666,0.5416666666666666,Defensive,35.0
Sean Longstaff,149,10,0.07,0,8,2,0,0,137,38,28,3,15,9,4480,30.07,15,128,27,17,249,17,1,116,7,243,57,48,93,104,53,553,523,575,41,96,121,2,0.06040268456375839,0.9194630872483222,1.6308724832214765,0.6241610738255033,0.10067114093959731,3.7114093959731544,3.51006711409396,0.11409395973154363,1.6711409395973154,0.6442953020134228,Balanced,25.0
Miguel Almirón,179,23,0.13,0,3,20,0,0,250,80,32,10,24,6,4108,22.95,17,173,20,14,100,14,0,109,62,258,63,84,104,73,28,745,664,653,176,36,85,1,0.0335195530726257,1.3966480446927374,1.441340782122905,0.5810055865921788,0.09497206703910614,4.162011173184357,3.7094972067039107,0.0782122905027933,0.5586592178770949,0.2011173184357542,Balanced,20.0
Jack Grealish,172,26,0.15,2,18,6,0,0,263,88,33,6,18,27,5558,32.31,46,376,23,15,180,30,0,136,23,135,65,100,77,39,15,635,1014,707,289,86,120,1,0.1569767441860465,1.5290697674418605,0.7848837209302325,0.4476744186046512,0.26744186046511625,3.691860465116279,5.895348837209302,0.0872093023255814,1.0465116279069768,0.5,Attacking,60.0
Lucas Paquetá,62,9,0.15,1,1,7,4,0,99,28,28,4,6,9,2706,43.65,15,57,25,43,127,16,0,102,6,149,70,20,39,59,43,356,425,441,79,101,94,1,0.14516129032258066,1.596774193548387,2.403225806451613,0.6290322580645161,0.24193548387096775,5.741935483870968,6.854838709677419,0.6935483870967742,2.0483870967741935,1.6290322580645162,Defensive,65.0
Mathias Jensen,103,8,0.08,1,5,2,0,1,58,19,33,1,4,11,2982,28.95,19,361,36,16,268,11,0,84,6,159,55,13,79,60,15,409,297,433,59,26,44,0,0.10679611650485436,0.5631067961165048,1.5436893203883495,0.7669902912621359,0.18446601941747573,3.970873786407767,2.883495145631068,0.1553398058252427,2.6019417475728157,0.2524271844660194,Balanced,28.0
James Ward-Prowse,381,56,0.15,2,49,5,15,17,430,185,43,11,18,45,14490,38.03,68,2084,26,27,551,46,2,316,5,486,62,118,362,429,216,1817,1100,1425,96,320,481,1,0.11811023622047244,1.1286089238845145,1.2755905511811023,0.9501312335958005,0.1784776902887139,4.769028871391076,2.8871391076115485,0.07086614173228346,1.4461942257217848,0.8398950131233596,Attacking,30.0
Abdoulaye Doucouré,248,33,0.13,6,22,4,0,0,303,101,33,4,25,22,10560,42.58,27,127,17,15,299,55,1,279,44,433,59,91,235,246,100,1662,1011,1205,215,266,298,1,0.08870967741935484,1.221774193548387,1.7459677419354838,0.9475806451612904,0.10887096774193548,6.701612903225806,4.076612903225806,0.06048387096774194,1.2056451612903225,1.0725806451612903,Defensive,10.0
Boubacar Traoré,34,0,0.0,0,0,0,0,0,14,1,7,0,0,1,588,17.29,1,7,43,0,20,6,0,33,1,47,60,4,12,8,3,89,80,101,14,13,25,0,0.029411764705882353,0.4117647058823529,1.3823529411764706,0.35294117647058826,0.029411764705882353,2.6176470588235294,2.3529411764705883,0.0,0.5882352941176471,0.38235294117647056,Balanced,6.0
Curtis Jones,86,7,0.08,0,5,2,0,0,79,29,37,1,2,5,3084,35.86,5,26,23,11,67,7,1,61,9,92,54,30,37,28,11,276,263,316,76,33,46,0,0.05813953488372093,0.9186046511627907,1.069767441860465,0.43023255813953487,0.05813953488372093,3.2093023255813953,3.058139534883721,0.12790697674418605,0.7790697674418605,0.38372093023255816,Balanced,35.0
Edson Álvarez,33,1,0.03,0,1,0,0,0,18,3,17,0,0,1,1236,37.45,0,4,25,3,63,11,0,36,1,82,49,8,42,73,36,168,155,151,27,31,36,0,0.030303030303030304,0.5454545454545454,2.484848484848485,1.2727272727272727,0.0,5.090909090909091,4.696969696969697,0.09090909090909091,1.9090909090909092,0.9393939393939394,Defensive,35.0
Amadou Onana,66,5,0.08,4,0,1,0,0,69,14,20,1,5,2,2068,31.33,6,9,22,11,105,16,0,88,3,147,56,17,63,72,37,319,396,260,32,119,80,0,0.030303030303030304,1.0454545454545454,2.227272727272727,0.9545454545454546,0.09090909090909091,4.833333333333333,6.0,0.16666666666666666,1.5909090909090908,1.803030303030303,Defensive,50.0
Matt Ritchie,184,12,0.07,1,2,9,1,0,233,57,24,5,8,24,5177,28.14,34,971,25,16,291,32,0,186,9,231,66,87,177,242,120,778,614,769,71,140,249,1,0.13043478260869565,1.266304347826087,1.2554347826086956,0.9619565217391305,0.18478260869565216,4.228260869565218,3.3369565217391304,0.08695652173913043,1.5815217391304348,0.7608695652173914,Balanced,1.0
Phil Foden,165,54,0.33,2,11,41,0,2,301,133,44,9,25,26,5192,31.47,36,423,25,35,114,4,0,68,29,107,62,93,52,45,20,424,532,543,198,59,125,0,0.15757575757575756,1.8242424242424242,0.6484848484848484,0.3151515151515151,0.21818181818181817,2.56969696969697,3.224242424242424,0.21212121212121213,0.6909090909090909,0.3575757575757576,Attacking,150.0
Orel Mangala,47,2,0.04,0,2,0,0,0,19,4,21,1,1,1,1146,24.38,1,8,25,2,36,9,0,45,0,55,60,3,49,42,15,162,148,141,29,21,13,0,0.02127659574468085,0.40425531914893614,1.1702127659574468,1.0425531914893618,0.02127659574468085,3.4468085106382977,3.148936170212766,0.0425531914893617,0.7659574468085106,0.44680851063829785,Balanced,20.0
Carlos Baleba,29,0,0.0,0,0,0,0,0,25,5,20,0,0,0,818,28.21,1,0,0,0,22,7,0,42,0,44,52,9,20,27,14,101,113,98,12,29,11,2,0.0,0.8620689655172413,1.5172413793103448,0.6896551724137931,0.034482758620689655,3.4827586206896552,3.896551724137931,0.0,0.7586206896551724,1.0,Balanced,22.0
Harry Winks,131,2,0.02,1,1,0,0,0,39,8,21,2,1,3,5601,42.76,6,88,24,19,254,22,0,81,2,122,65,11,102,85,32,505,312,316,64,44,43,0,0.022900763358778626,0.29770992366412213,0.9312977099236641,0.7786259541984732,0.04580152671755725,3.854961832061069,2.381679389312977,0.1450381679389313,1.9389312977099236,0.33587786259541985,Balanced,12.0
Michael Olise,82,14,0.17,1,0,13,1,2,127,45,35,2,4,22,2314,28.22,28,435,24,15,102,6,0,57,10,99,63,47,43,28,7,299,391,421,122,32,71,0,0.2682926829268293,1.548780487804878,1.2073170731707317,0.524390243902439,0.34146341463414637,3.6463414634146343,4.7682926829268295,0.18292682926829268,1.2439024390243902,0.3902439024390244,Attacking,55.0
Cesare Casadei,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,5.91,0,0,0,0,2,0,0,4,0,5,60,0,0,4,1,1,20,11,2,12,5,0,0.0,0.0,0.45454545454545453,0.0,0.0,0.09090909090909091,1.8181818181818181,0.0,0.18181818181818182,1.0909090909090908,Balanced,10.0
Morgan Gibbs-White,123,12,0.1,1,11,0,3,0,164,47,29,4,13,19,3019,24.54,28,386,25,39,153,19,0,97,15,84,60,50,39,32,16,433,456,602,122,143,219,0,0.15447154471544716,1.3333333333333333,0.6829268292682927,0.3170731707317073,0.22764227642276422,3.5203252032520327,3.707317073170732,0.3170731707317073,1.2439024390243902,1.1626016260162602,Attacking,40.0
Christian Eriksen,288,54,0.19,1,30,22,0,8,658,238,36,18,25,76,14400,50.0,87,1432,23,133,700,22,0,124,11,331,71,224,182,159,65,1495,787,1200,199,122,214,1,0.2638888888888889,2.2847222222222223,1.1493055555555556,0.6319444444444444,0.3020833333333333,5.190972222222222,2.732638888888889,0.4618055555555556,2.4305555555555554,0.4236111111111111,Attacking,8.0
Ryan Yates,64,1,0.02,0,1,0,0,0,62,14,23,1,3,3,1463,22.86,4,14,14,2,54,11,0,109,3,107,57,19,31,86,40,228,307,223,11,77,60,0,0.046875,0.96875,1.671875,0.484375,0.0625,3.5625,4.796875,0.03125,0.84375,1.203125,Balanced,12.0
Christian Nørgaard,91,6,0.07,3,2,1,0,0,85,26,31,2,8,8,4013,44.1,18,46,24,16,169,23,0,136,1,251,57,25,157,151,88,665,480,480,32,110,137,0,0.08791208791208792,0.9340659340659341,2.758241758241758,1.7252747252747254,0.1978021978021978,7.3076923076923075,5.274725274725275,0.17582417582417584,1.8571428571428572,1.2087912087912087,Defensive,18.0
Kobbie Mainoo,28,3,0.11,0,3,0,0,0,12,5,42,0,0,1,997,35.61,0,6,17,8,24,5,0,22,1,55,64,3,33,27,15,114,147,140,41,21,33,2,0.03571428571428571,0.42857142857142855,1.9642857142857142,1.1785714285714286,0.0,4.071428571428571,5.25,0.2857142857142857,0.8571428571428571,0.75,Defensive,55.0
Yoane Wissa,105,28,0.27,4,16,8,0,0,139,57,41,3,18,8,1100,10.48,10,45,13,10,27,11,0,69,46,58,60,27,24,34,24,235,310,310,61,83,106,0,0.0761904761904762,1.3238095238095238,0.5523809523809524,0.22857142857142856,0.09523809523809523,2.238095238095238,2.9523809523809526,0.09523809523809523,0.2571428571428571,0.7904761904761904,Balanced,28.0
Jeffrey Schlupp,270,22,0.08,2,4,16,0,0,228,73,32,2,15,14,5356,19.84,21,270,18,10,225,26,0,233,3,456,66,69,244,311,166,967,1246,1309,281,312,402,1,0.05185185185185185,0.8444444444444444,1.6888888888888889,0.9037037037037037,0.07777777777777778,3.5814814814814815,4.614814814814815,0.037037037037037035,0.8333333333333334,1.1555555555555554,Balanced,7.0
Andreas Pereira,118,9,0.08,0,6,3,1,0,161,55,34,7,8,17,3167,26.84,25,539,30,18,151,25,0,107,9,77,55,41,31,31,9,370,273,546,70,40,116,1,0.1440677966101695,1.3644067796610169,0.652542372881356,0.2627118644067797,0.211864406779661,3.135593220338983,2.3135593220338984,0.15254237288135594,1.2796610169491525,0.3389830508474576,Attacking,20.0
Mason Mount,145,28,0.19,0,24,4,2,2,276,97,35,10,17,22,4997,34.46,34,539,29,23,135,16,0,157,14,211,48,88,74,50,21,529,527,697,121,53,139,0,0.15172413793103448,1.903448275862069,1.4551724137931035,0.5103448275862069,0.23448275862068965,3.6482758620689655,3.6344827586206896,0.15862068965517243,0.9310344827586207,0.36551724137931035,Attacking,35.0
Cole Palmer,55,23,0.42,2,3,18,9,0,133,54,41,2,9,16,1655,30.09,23,106,22,28,80,10,0,27,7,32,50,43,24,15,3,140,142,169,71,4,7,0,0.2909090909090909,2.418181818181818,0.5818181818181818,0.43636363636363634,0.41818181818181815,2.5454545454545454,2.581818181818182,0.509090909090909,1.4545454545454546,0.07272727272727272,Attacking,80.0
Thomas Partey,98,6,0.06,1,4,0,0,0,109,21,19,5,4,3,5035,51.38,4,20,20,26,274,19,0,106,0,177,59,34,91,101,37,586,443,356,108,92,77,1,0.030612244897959183,1.1122448979591837,1.8061224489795917,0.9285714285714286,0.04081632653061224,5.979591836734694,4.520408163265306,0.2653061224489796,2.795918367346939,0.9387755102040817,Defensive,18.0
Martin Ødegaard,125,31,0.25,1,3,27,2,1,241,82,34,2,13,23,5744,45.95,39,267,29,87,158,11,0,89,8,148,45,92,35,32,10,548,403,544,128,36,65,1,0.184,1.928,1.184,0.28,0.312,4.384,3.224,0.696,1.264,0.288,Attacking,110.0
Emile Smith Rowe,83,13,0.16,0,7,6,0,0,76,38,50,2,7,9,1933,23.29,9,71,11,5,30,1,0,19,7,37,54,21,32,23,10,220,150,180,49,15,36,0,0.10843373493975904,0.9156626506024096,0.4457831325301205,0.3855421686746988,0.10843373493975904,2.6506024096385543,1.8072289156626506,0.060240963855421686,0.3614457831325301,0.18072289156626506,Balanced,22.0
Jorginho,181,21,0.12,0,21,0,19,0,76,32,42,1,4,8,11424,63.12,23,25,24,74,464,30,0,149,0,347,54,19,245,122,52,1133,674,680,71,82,125,3,0.04419889502762431,0.4198895027624309,1.9171270718232045,1.3535911602209945,0.1270718232044199,6.259668508287293,3.723756906077348,0.4088397790055249,2.56353591160221,0.4530386740331492,Defensive,12.0
Fabio Vieira,33,2,0.06,0,0,2,1,0,22,4,18,0,0,4,401,12.15,5,35,23,5,9,0,1,11,2,9,67,7,6,3,1,50,36,47,8,4,5,0,0.12121212121212122,0.6666666666666666,0.2727272727272727,0.18181818181818182,0.15151515151515152,1.5151515151515151,1.0909090909090908,0.15151515151515152,0.2727272727272727,0.12121212121212122,Balanced,22.0
Declan Rice,245,17,0.07,3,14,0,1,0,208,60,29,10,9,18,11888,48.52,19,210,27,12,708,32,1,172,9,552,56,61,388,368,197,1714,1135,859,216,304,244,2,0.07346938775510205,0.8489795918367347,2.253061224489796,1.583673469387755,0.07755102040816327,6.995918367346939,4.63265306122449,0.04897959183673469,2.889795918367347,1.2408163265306122,Defensive,120.0
Ainsley Maitland-Niles,109,1,0.01,0,1,0,0,0,29,9,31,1,2,3,3238,29.71,5,98,23,5,128,11,2,66,3,186,58,7,116,135,60,449,400,393,101,55,74,1,0.027522935779816515,0.26605504587155965,1.7064220183486238,1.0642201834862386,0.045871559633027525,4.1192660550458715,3.669724770642202,0.045871559633027525,1.1743119266055047,0.5045871559633027,Balanced,9.0
Rodri,173,22,0.13,5,13,4,1,0,213,67,31,4,8,21,14887,86.05,21,49,22,25,921,32,1,219,11,332,60,59,149,210,131,1345,955,681,138,349,151,4,0.12138728323699421,1.23121387283237,1.9190751445086704,0.861271676300578,0.12138728323699421,7.77456647398844,5.520231213872832,0.14450867052023122,5.323699421965318,2.0173410404624277,Defensive,130.0
